# Force coefficients
# dragDir       : (9.97564083e-01 -6.97560058e-02 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (6.97560058e-02 9.97564083e-01 0.00000000e+00)
# rollAxis      : (9.97564083e-01 -6.97560058e-02 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (6.97560058e-02 9.97564083e-01 0.00000000e+00)
# magUInf       : 3.40300000e+01
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-01
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cs              	Cl              	CmRoll          	CmPitch         	CmYaw           	Cd(f)           	Cd(r)           	Cs(f)           	Cs(r)           	Cl(f)           	Cl(r)           
450             	2.79893922e-02	-5.23225009e-21	-9.60959875e-01	4.80479938e-02	8.45247279e-02	1.39946961e-03	6.20426899e-02	-3.40532976e-02	1.39946961e-03	-1.39946961e-03	-3.95955210e-01	-5.65004665e-01
451             	2.79834220e-02	-5.23644208e-21	-9.61410318e-01	4.80705159e-02	8.45889360e-02	1.39917110e-03	6.20622269e-02	-3.40788049e-02	1.39917110e-03	-1.39917110e-03	-3.96116223e-01	-5.65294095e-01
452             	2.79770821e-02	-5.24058817e-21	-9.61858037e-01	4.80929018e-02	8.46523010e-02	1.39885411e-03	6.20814429e-02	-3.41043608e-02	1.39885411e-03	-1.39885411e-03	-3.96276717e-01	-5.65581319e-01
453             	2.79703228e-02	-5.24468406e-21	-9.62302714e-01	4.81151357e-02	8.47147210e-02	1.39851614e-03	6.21002971e-02	-3.41299743e-02	1.39851614e-03	-1.39851614e-03	-3.96436636e-01	-5.65866078e-01
454             	2.79631651e-02	-5.24873085e-21	-9.62744483e-01	4.81372241e-02	8.47762533e-02	1.39815825e-03	6.21188067e-02	-3.41556416e-02	1.39815825e-03	-1.39815825e-03	-3.96595988e-01	-5.66148495e-01
455             	2.79556448e-02	-5.25273008e-21	-9.63183458e-01	4.81591729e-02	8.48369654e-02	1.39778224e-03	6.21369953e-02	-3.41813505e-02	1.39778224e-03	-1.39778224e-03	-3.96754763e-01	-5.66428694e-01
456             	2.79477820e-02	-5.25668231e-21	-9.63619650e-01	4.81809825e-02	8.48968851e-02	1.39738910e-03	6.21548735e-02	-3.42070915e-02	1.39738910e-03	-1.39738910e-03	-3.96912940e-01	-5.66706710e-01
457             	2.79395653e-02	-5.26058560e-21	-9.64052732e-01	4.82026366e-02	8.49559541e-02	1.39697827e-03	6.21724193e-02	-3.42328539e-02	1.39697827e-03	-1.39697827e-03	-3.97070412e-01	-5.66982320e-01
458             	2.79310080e-02	-5.26444365e-21	-9.64482553e-01	4.82241276e-02	8.50141546e-02	1.39655040e-03	6.21896317e-02	-3.42586236e-02	1.39655040e-03	-1.39655040e-03	-3.97227122e-01	-5.67255431e-01
459             	2.79221356e-02	-5.26826054e-21	-9.64909641e-01	4.82454820e-02	8.50715812e-02	1.39610678e-03	6.22065498e-02	-3.42844142e-02	1.39610678e-03	-1.39610678e-03	-3.97383239e-01	-5.67526402e-01
460             	2.79129556e-02	-5.27203495e-21	-9.65334112e-01	4.82667056e-02	8.51282628e-02	1.39564778e-03	6.22231834e-02	-3.43102278e-02	1.39564778e-03	-1.39564778e-03	-3.97538793e-01	-5.67795319e-01
461             	2.79034595e-02	-5.27576520e-21	-9.65755805e-01	4.82877903e-02	8.51841782e-02	1.39517298e-03	6.22395200e-02	-3.43360605e-02	1.39517298e-03	-1.39517298e-03	-3.97693724e-01	-5.68062081e-01
462             	2.78936403e-02	-5.27944939e-21	-9.66174524e-01	4.83087262e-02	8.52393015e-02	1.39468201e-03	6.22555463e-02	-3.43619061e-02	1.39468201e-03	-1.39468201e-03	-3.97847960e-01	-5.68326563e-01
463             	2.78835003e-02	-5.28308652e-21	-9.66590153e-01	4.83295076e-02	8.52936250e-02	1.39417501e-03	6.22712578e-02	-3.43877575e-02	1.39417501e-03	-1.39417501e-03	-3.98001451e-01	-5.68588701e-01
464             	2.78730543e-02	-5.28667721e-21	-9.67002689e-01	4.83501344e-02	8.53471655e-02	1.39365272e-03	6.22866616e-02	-3.44136073e-02	1.39365272e-03	-1.39365272e-03	-3.98154179e-01	-5.68848510e-01
465             	2.78623247e-02	-5.29022327e-21	-9.67412204e-01	4.83706102e-02	8.53999567e-02	1.39311624e-03	6.23017726e-02	-3.44394478e-02	1.39311624e-03	-1.39311624e-03	-3.98306145e-01	-5.69106059e-01
466             	2.78513235e-02	-5.29372609e-21	-9.67818723e-01	4.83909361e-02	8.54520109e-02	1.39256617e-03	6.23165979e-02	-3.44652744e-02	1.39256617e-03	-1.39256617e-03	-3.98457351e-01	-5.69361372e-01
467             	2.78400865e-02	-5.29718839e-21	-9.68222752e-01	4.84111376e-02	8.55034168e-02	1.39200432e-03	6.23311808e-02	-3.44910944e-02	1.39200432e-03	-1.39200432e-03	-3.98607959e-01	-5.69614793e-01
468             	2.78285074e-02	-5.30060093e-21	-9.68622137e-01	4.84311069e-02	8.55538127e-02	1.39142537e-03	6.23453606e-02	-3.45168532e-02	1.39142537e-03	-1.39142537e-03	-3.98757256e-01	-5.69864881e-01
469             	2.78167207e-02	-5.30398198e-21	-9.69019449e-01	4.84509725e-02	8.56036498e-02	1.39083604e-03	6.23593328e-02	-3.45426121e-02	1.39083604e-03	-1.39083604e-03	-3.98906075e-01	-5.70113374e-01
470             	2.78047091e-02	-5.30732150e-21	-9.69414173e-01	4.84707086e-02	8.56528456e-02	1.39023546e-03	6.23730632e-02	-3.45683541e-02	1.39023546e-03	-1.39023546e-03	-3.99054241e-01	-5.70359932e-01
471             	2.77924566e-02	-5.31061784e-21	-9.69805875e-01	4.84902938e-02	8.57013377e-02	1.38962283e-03	6.23865221e-02	-3.45940654e-02	1.38962283e-03	-1.38962283e-03	-3.99201600e-01	-5.70604275e-01
472             	2.77800096e-02	-5.31387521e-21	-9.70195624e-01	4.85097812e-02	8.57493081e-02	1.38900048e-03	6.23997860e-02	-3.46197764e-02	1.38900048e-03	-1.38900048e-03	-3.99348504e-01	-5.70847120e-01
473             	2.77672671e-02	-5.31707927e-21	-9.70581043e-01	4.85290522e-02	8.57963769e-02	1.38836336e-03	6.24126857e-02	-3.46454186e-02	1.38836336e-03	-1.38836336e-03	-3.99494145e-01	-5.71086899e-01
474             	2.77542821e-02	-5.32024132e-21	-9.70962763e-01	4.85481381e-02	8.58426711e-02	1.38771411e-03	6.24252792e-02	-3.46709971e-02	1.38771411e-03	-1.38771411e-03	-3.99638710e-01	-5.71324052e-01
475             	2.77411117e-02	-5.32336769e-21	-9.71341411e-01	4.85670706e-02	8.58883156e-02	1.38705559e-03	6.24376264e-02	-3.46965147e-02	1.38705559e-03	-1.38705559e-03	-3.99782390e-01	-5.71559021e-01
476             	2.77277890e-02	-5.32646281e-21	-9.71717329e-01	4.85858664e-02	8.59333783e-02	1.38638945e-03	6.24497609e-02	-3.47219720e-02	1.38638945e-03	-1.38638945e-03	-3.99925286e-01	-5.71792043e-01
477             	2.77143208e-02	-5.32952742e-21	-9.72090555e-01	4.86045278e-02	8.59778683e-02	1.38571604e-03	6.24616881e-02	-3.47473674e-02	1.38571604e-03	-1.38571604e-03	-4.00067409e-01	-5.72023146e-01
478             	2.77007018e-02	-5.33255953e-21	-9.72460968e-01	4.86230484e-02	8.60217673e-02	1.38503509e-03	6.24733993e-02	-3.47726975e-02	1.38503509e-03	-1.38503509e-03	-4.00208717e-01	-5.72252251e-01
479             	2.76869257e-02	-5.33555653e-21	-9.72828423e-01	4.86414212e-02	8.60650556e-02	1.38434629e-03	6.24848840e-02	-3.47979583e-02	1.38434629e-03	-1.38434629e-03	-4.00349156e-01	-5.72479267e-01
480             	2.76729938e-02	-5.33851664e-21	-9.73192835e-01	4.86596417e-02	8.61077281e-02	1.38364969e-03	6.24961386e-02	-3.48231448e-02	1.38364969e-03	-1.38364969e-03	-4.00488689e-01	-5.72704146e-01
481             	2.76589153e-02	-5.34143941e-21	-9.73554194e-01	4.86777097e-02	8.61497959e-02	1.38294576e-03	6.25071673e-02	-3.48482521e-02	1.38294576e-03	-1.38294576e-03	-4.00627301e-01	-5.72926893e-01
482             	2.76447024e-02	-5.34432524e-21	-9.73912537e-01	4.86956268e-02	8.61912766e-02	1.38223512e-03	6.25179780e-02	-3.48732757e-02	1.38223512e-03	-1.38223512e-03	-4.00764992e-01	-5.73147545e-01
483             	2.76303680e-02	-5.34717498e-21	-9.74267910e-01	4.87133955e-02	8.62321889e-02	1.38151840e-03	6.25285795e-02	-3.48982115e-02	1.38151840e-03	-1.38151840e-03	-4.00901766e-01	-5.73366144e-01
484             	2.76159245e-02	-5.34998951e-21	-9.74620355e-01	4.87310178e-02	8.62725495e-02	1.38079622e-03	6.25389800e-02	-3.49230555e-02	1.38079622e-03	-1.38079622e-03	-4.01037628e-01	-5.73582727e-01
485             	2.76013823e-02	-5.35276959e-21	-9.74969895e-01	4.87484948e-02	8.63123711e-02	1.38006911e-03	6.25491859e-02	-3.49478036e-02	1.38006911e-03	-1.38006911e-03	-4.01172576e-01	-5.73797319e-01
486             	2.75867514e-02	-5.35551588e-21	-9.75316546e-01	4.87658273e-02	8.63516649e-02	1.37933757e-03	6.25592030e-02	-3.49724516e-02	1.37933757e-03	-1.37933757e-03	-4.01306608e-01	-5.74009938e-01
487             	2.75720408e-02	-5.35822901e-21	-9.75660318e-01	4.87830159e-02	8.63904402e-02	1.37860204e-03	6.25690363e-02	-3.49969955e-02	1.37860204e-03	-1.37860204e-03	-4.01439719e-01	-5.74220599e-01
488             	2.75572605e-02	-5.36090917e-21	-9.76001234e-01	4.88000617e-02	8.64287071e-02	1.37786303e-03	6.25786920e-02	-3.50214314e-02	1.37786303e-03	-1.37786303e-03	-4.01571910e-01	-5.74429324e-01
489             	2.75424145e-02	-5.36355632e-21	-9.76339302e-01	4.88169651e-02	8.64664702e-02	1.37712073e-03	6.25881724e-02	-3.50457578e-02	1.37712073e-03	-1.37712073e-03	-4.01703181e-01	-5.74636121e-01
490             	2.75275091e-02	-5.36617000e-21	-9.76674540e-01	4.88337270e-02	8.65037373e-02	1.37637545e-03	6.25974815e-02	-3.50699725e-02	1.37637545e-03	-1.37637545e-03	-4.01833533e-01	-5.74841008e-01
491             	2.75125520e-02	-5.36874999e-21	-9.77006988e-01	4.88503494e-02	8.65405243e-02	1.37562760e-03	6.26066254e-02	-3.50940734e-02	1.37562760e-03	-1.37562760e-03	-4.01962970e-01	-5.75044018e-01
492             	2.74975441e-02	-5.37129632e-21	-9.77336640e-01	4.88668320e-02	8.65768342e-02	1.37487721e-03	6.26156041e-02	-3.51180599e-02	1.37487721e-03	-1.37487721e-03	-4.02091486e-01	-5.75245154e-01
493             	2.74824920e-02	-5.37380978e-21	-9.77663500e-01	4.88831750e-02	8.66126747e-02	1.37412460e-03	6.26244210e-02	-3.51419290e-02	1.37412460e-03	-1.37412460e-03	-4.02219075e-01	-5.75444425e-01
494             	2.74674041e-02	-5.37629152e-21	-9.77987580e-01	4.88993790e-02	8.66480565e-02	1.37337020e-03	6.26330810e-02	-3.51656769e-02	1.37337020e-03	-1.37337020e-03	-4.02345733e-01	-5.75641846e-01
495             	2.74522899e-02	-5.37874295e-21	-9.78308906e-01	4.89154453e-02	8.66829921e-02	1.37261449e-03	6.26415902e-02	-3.51893003e-02	1.37261449e-03	-1.37261449e-03	-4.02471461e-01	-5.75837445e-01
496             	2.74371592e-02	-5.38116526e-21	-9.78627511e-01	4.89313755e-02	8.67174928e-02	1.37185796e-03	6.26499551e-02	-3.52127960e-02	1.37185796e-03	-1.37185796e-03	-4.02596263e-01	-5.76031248e-01
497             	2.74220205e-02	-5.38355920e-21	-9.78943426e-01	4.89471713e-02	8.67515691e-02	1.37110102e-03	6.26581815e-02	-3.52361611e-02	1.37110102e-03	-1.37110102e-03	-4.02720144e-01	-5.76223282e-01
498             	2.74068800e-02	-5.38592535e-21	-9.79256677e-01	4.89628338e-02	8.67852302e-02	1.37034400e-03	6.26662739e-02	-3.52593938e-02	1.37034400e-03	-1.37034400e-03	-4.02843108e-01	-5.76413569e-01
499             	2.73917441e-02	-5.38826437e-21	-9.79567297e-01	4.89783648e-02	8.68184888e-02	1.36958721e-03	6.26742369e-02	-3.52824928e-02	1.36958721e-03	-1.36958721e-03	-4.02965160e-01	-5.76602137e-01
500             	2.73766161e-02	-5.39057692e-21	-9.79875311e-01	4.89937655e-02	8.68513523e-02	1.36883081e-03	6.26820736e-02	-3.53054575e-02	1.36883081e-03	-1.36883081e-03	-4.03086303e-01	-5.76789008e-01
501             	2.73614949e-02	-5.39286323e-21	-9.80180716e-01	4.90090358e-02	8.68838176e-02	1.36807474e-03	6.26897832e-02	-3.53282883e-02	1.36807474e-03	-1.36807474e-03	-4.03206540e-01	-5.76974175e-01
502             	2.73463857e-02	-5.39512395e-21	-9.80483539e-01	4.90241770e-02	8.69158945e-02	1.36731928e-03	6.26973698e-02	-3.53509841e-02	1.36731928e-03	-1.36731928e-03	-4.03325875e-01	-5.77157664e-01
503             	2.73312986e-02	-5.39735990e-21	-9.80783822e-01	4.90391911e-02	8.69475992e-02	1.36656493e-03	6.27048404e-02	-3.53735418e-02	1.36656493e-03	-1.36656493e-03	-4.03444312e-01	-5.77339510e-01
504             	2.73162436e-02	-5.39957180e-21	-9.81081603e-01	4.90540802e-02	8.69789466e-02	1.36581218e-03	6.27122019e-02	-3.53959584e-02	1.36581218e-03	-1.36581218e-03	-4.03561855e-01	-5.77519748e-01
505             	2.73012276e-02	-5.40176015e-21	-9.81376917e-01	4.90688458e-02	8.70099473e-02	1.36506138e-03	6.27194596e-02	-3.54182321e-02	1.36506138e-03	-1.36506138e-03	-4.03678511e-01	-5.77698406e-01
506             	2.72862560e-02	-5.40392536e-21	-9.81669797e-01	4.90834899e-02	8.70406099e-02	1.36431280e-03	6.27266179e-02	-3.54403618e-02	1.36431280e-03	-1.36431280e-03	-4.03794289e-01	-5.77875508e-01
507             	2.72713360e-02	-5.40606817e-21	-9.81960293e-01	4.90980146e-02	8.70709479e-02	1.36356680e-03	6.27336826e-02	-3.54623466e-02	1.36356680e-03	-1.36356680e-03	-4.03909198e-01	-5.78051094e-01
508             	2.72564645e-02	-5.40818841e-21	-9.82248403e-01	4.91124201e-02	8.71009552e-02	1.36282323e-03	6.27406524e-02	-3.54841879e-02	1.36282323e-03	-1.36282323e-03	-4.04023246e-01	-5.78225156e-01
509             	2.72416376e-02	-5.41028574e-21	-9.82534122e-01	4.91267061e-02	8.71306250e-02	1.36208188e-03	6.27475249e-02	-3.55058873e-02	1.36208188e-03	-1.36208188e-03	-4.04136436e-01	-5.78397686e-01
510             	2.72268534e-02	-5.41236003e-21	-9.82817451e-01	4.91408725e-02	8.71599528e-02	1.36134267e-03	6.27542992e-02	-3.55274459e-02	1.36134267e-03	-1.36134267e-03	-4.04248773e-01	-5.78568678e-01
511             	2.72121154e-02	-5.41441169e-21	-9.83098414e-01	4.91549207e-02	8.71889443e-02	1.36060577e-03	6.27609784e-02	-3.55488630e-02	1.36060577e-03	-1.36060577e-03	-4.04360263e-01	-5.78738151e-01
512             	2.71974290e-02	-5.41644133e-21	-9.83377047e-01	4.91688524e-02	8.72176103e-02	1.35987145e-03	6.27675669e-02	-3.55701379e-02	1.35987145e-03	-1.35987145e-03	-4.04470913e-01	-5.78906134e-01
513             	2.71827989e-02	-5.41844960e-21	-9.83653390e-01	4.91826695e-02	8.72459621e-02	1.35913994e-03	6.27740689e-02	-3.55912701e-02	1.35913994e-03	-1.35913994e-03	-4.04580733e-01	-5.79072657e-01
514             	2.71682280e-02	-5.42043703e-21	-9.83927475e-01	4.91963737e-02	8.72740084e-02	1.35841140e-03	6.27804877e-02	-3.56122597e-02	1.35841140e-03	-1.35841140e-03	-4.04689729e-01	-5.79237746e-01
515             	2.71537182e-02	-5.42240406e-21	-9.84199330e-01	4.92099665e-02	8.73017551e-02	1.35768591e-03	6.27868256e-02	-3.56331074e-02	1.35768591e-03	-1.35768591e-03	-4.04797910e-01	-5.79401420e-01
516             	2.71392701e-02	-5.42435102e-21	-9.84468976e-01	4.92234488e-02	8.73292051e-02	1.35696351e-03	6.27930839e-02	-3.56538137e-02	1.35696351e-03	-1.35696351e-03	-4.04905283e-01	-5.79563693e-01
517             	2.71248852e-02	-5.42627801e-21	-9.84736434e-01	4.92368217e-02	8.73563599e-02	1.35624426e-03	6.27992643e-02	-3.56743791e-02	1.35624426e-03	-1.35624426e-03	-4.05011857e-01	-5.79724577e-01
518             	2.71105642e-02	-5.42818495e-21	-9.85001720e-01	4.92500860e-02	8.73832207e-02	1.35552821e-03	6.28053681e-02	-3.56948039e-02	1.35552821e-03	-1.35552821e-03	-4.05117639e-01	-5.79884081e-01
519             	2.70963079e-02	-5.43007142e-21	-9.85264846e-01	4.92632423e-02	8.74097881e-02	1.35481539e-03	6.28113962e-02	-3.57150884e-02	1.35481539e-03	-1.35481539e-03	-4.05222635e-01	-5.80042211e-01
520             	2.70821193e-02	-5.43193789e-21	-9.85525824e-01	4.92762912e-02	8.74360643e-02	1.35410596e-03	6.28173509e-02	-3.57352316e-02	1.35410596e-03	-1.35410596e-03	-4.05326848e-01	-5.80198976e-01
521             	2.70680011e-02	-5.43378489e-21	-9.85784694e-01	4.92892347e-02	8.74620519e-02	1.35340005e-03	6.28232352e-02	-3.57552341e-02	1.35340005e-03	-1.35340005e-03	-4.05430295e-01	-5.80354399e-01
522             	2.70539510e-02	-5.43561284e-21	-9.86041483e-01	4.93020741e-02	8.74877558e-02	1.35269755e-03	6.28290497e-02	-3.57750986e-02	1.35269755e-03	-1.35269755e-03	-4.05532986e-01	-5.80508497e-01
523             	2.70399669e-02	-5.43742195e-21	-9.86296212e-01	4.93148106e-02	8.75131812e-02	1.35199834e-03	6.28347940e-02	-3.57948272e-02	1.35199834e-03	-1.35199834e-03	-4.05634925e-01	-5.80661287e-01
524             	2.70260480e-02	-5.43921246e-21	-9.86548895e-01	4.93274448e-02	8.75383322e-02	1.35130240e-03	6.28404687e-02	-3.58144208e-02	1.35130240e-03	-1.35130240e-03	-4.05736115e-01	-5.80812780e-01
525             	2.70121949e-02	-5.44098468e-21	-9.86799546e-01	4.93399773e-02	8.75632111e-02	1.35060974e-03	6.28460747e-02	-3.58338799e-02	1.35060974e-03	-1.35060974e-03	-4.05836562e-01	-5.80962984e-01
526             	2.69984084e-02	-5.44273891e-21	-9.87048184e-01	4.93524092e-02	8.75878190e-02	1.34992042e-03	6.28516134e-02	-3.58532050e-02	1.34992042e-03	-1.34992042e-03	-4.05936273e-01	-5.81111911e-01
527             	2.69846886e-02	-5.44447533e-21	-9.87294827e-01	4.93647413e-02	8.76121550e-02	1.34923443e-03	6.28570856e-02	-3.58723970e-02	1.34923443e-03	-1.34923443e-03	-4.06035258e-01	-5.81259568e-01
528             	2.69710350e-02	-5.44619406e-21	-9.87539492e-01	4.93769746e-02	8.76362173e-02	1.34855175e-03	6.28624921e-02	-3.58914571e-02	1.34855175e-03	-1.34855175e-03	-4.06133529e-01	-5.81405963e-01
529             	2.69574474e-02	-5.44789528e-21	-9.87782208e-01	4.93891104e-02	8.76600089e-02	1.34787237e-03	6.28678341e-02	-3.59103867e-02	1.34787237e-03	-1.34787237e-03	-4.06231095e-01	-5.81551113e-01
530             	2.69439237e-02	-5.44957919e-21	-9.88022996e-01	4.94011498e-02	8.76835319e-02	1.34719618e-03	6.28731116e-02	-3.59291879e-02	1.34719618e-03	-1.34719618e-03	-4.06327966e-01	-5.81695030e-01
531             	2.69304616e-02	-5.45124600e-21	-9.88261873e-01	4.94130936e-02	8.77067871e-02	1.34652308e-03	6.28783244e-02	-3.59478629e-02	1.34652308e-03	-1.34652308e-03	-4.06424149e-01	-5.81837723e-01
532             	2.69170592e-02	-5.45289590e-21	-9.88498852e-01	4.94249426e-02	8.77297747e-02	1.34585296e-03	6.28834722e-02	-3.59664130e-02	1.34585296e-03	-1.34585296e-03	-4.06519651e-01	-5.81979201e-01
533             	2.69037153e-02	-5.45452914e-21	-9.88733947e-01	4.94366973e-02	8.77524948e-02	1.34518576e-03	6.28885550e-02	-3.59848397e-02	1.34518576e-03	-1.34518576e-03	-4.06614478e-01	-5.82119468e-01
534             	2.68904290e-02	-5.45614593e-21	-9.88967168e-01	4.94483584e-02	8.77749474e-02	1.34452145e-03	6.28935729e-02	-3.60031439e-02	1.34452145e-03	-1.34452145e-03	-4.06708637e-01	-5.82258531e-01
535             	2.68771994e-02	-5.45774652e-21	-9.89198530e-01	4.94599265e-02	8.77971325e-02	1.34385997e-03	6.28985262e-02	-3.60213268e-02	1.34385997e-03	-1.34385997e-03	-4.06802132e-01	-5.82396397e-01
536             	2.68640255e-02	-5.45933114e-21	-9.89428047e-01	4.94714023e-02	8.78190504e-02	1.34320127e-03	6.29034151e-02	-3.60393896e-02	1.34320127e-03	-1.34320127e-03	-4.06894973e-01	-5.82533074e-01
537             	2.68509061e-02	-5.46090001e-21	-9.89655734e-01	4.94827867e-02	8.78407015e-02	1.34254531e-03	6.29082398e-02	-3.60573336e-02	1.34254531e-03	-1.34254531e-03	-4.06987166e-01	-5.82668569e-01
538             	2.68378398e-02	-5.46245330e-21	-9.89881607e-01	4.94940803e-02	8.78620856e-02	1.34189199e-03	6.29130002e-02	-3.60751604e-02	1.34189199e-03	-1.34189199e-03	-4.07078718e-01	-5.82802889e-01
539             	2.68248240e-02	-5.46399110e-21	-9.90105672e-01	4.95052836e-02	8.78832008e-02	1.34124120e-03	6.29176956e-02	-3.60928716e-02	1.34124120e-03	-1.34124120e-03	-4.07169635e-01	-5.82936037e-01
540             	2.68118564e-02	-5.46551346e-21	-9.90327942e-01	4.95163971e-02	8.79040461e-02	1.34059282e-03	6.29223253e-02	-3.61104689e-02	1.34059282e-03	-1.34059282e-03	-4.07259925e-01	-5.83068017e-01
541             	2.67989358e-02	-5.46702042e-21	-9.90548433e-01	4.95274216e-02	8.79246222e-02	1.33994679e-03	6.29268896e-02	-3.61279537e-02	1.33994679e-03	-1.33994679e-03	-4.07349594e-01	-5.83198839e-01
542             	2.67860609e-02	-5.46851207e-21	-9.90767158e-01	4.95383579e-02	8.79449294e-02	1.33930305e-03	6.29313884e-02	-3.61453275e-02	1.33930305e-03	-1.33930305e-03	-4.07438650e-01	-5.83328509e-01
543             	2.67732302e-02	-5.46998855e-21	-9.90984137e-01	4.95492068e-02	8.79649702e-02	1.33866151e-03	6.29358219e-02	-3.61625917e-02	1.33866151e-03	-1.33866151e-03	-4.07527098e-01	-5.83457039e-01
544             	2.67604414e-02	-5.47144990e-21	-9.91199379e-01	4.95599689e-02	8.79847435e-02	1.33802207e-03	6.29401896e-02	-3.61797483e-02	1.33802207e-03	-1.33802207e-03	-4.07614946e-01	-5.83584433e-01
545             	2.67476917e-02	-5.47289618e-21	-9.91412890e-01	4.95706445e-02	8.80042467e-02	1.33738459e-03	6.29444903e-02	-3.61967986e-02	1.33738459e-03	-1.33738459e-03	-4.07702198e-01	-5.83710692e-01
546             	2.67349791e-02	-5.47432746e-21	-9.91624675e-01	4.95812338e-02	8.80234774e-02	1.33674896e-03	6.29487233e-02	-3.62137442e-02	1.33674896e-03	-1.33674896e-03	-4.07788860e-01	-5.83835815e-01
547             	2.67223022e-02	-5.47574385e-21	-9.91834745e-01	4.95917372e-02	8.80424349e-02	1.33611511e-03	6.29528883e-02	-3.62305862e-02	1.33611511e-03	-1.33611511e-03	-4.07874938e-01	-5.83959807e-01
548             	2.67096599e-02	-5.47714551e-21	-9.92043110e-01	4.96021555e-02	8.80611199e-02	1.33548299e-03	6.29569854e-02	-3.62473256e-02	1.33548299e-03	-1.33548299e-03	-4.07960435e-01	-5.84082675e-01
549             	2.66970510e-02	-5.47853257e-21	-9.92249784e-01	4.96124892e-02	8.80795330e-02	1.33485255e-03	6.29610147e-02	-3.62639637e-02	1.33485255e-03	-1.33485255e-03	-4.08045359e-01	-5.84204425e-01
550             	2.66844740e-02	-5.47990516e-21	-9.92454775e-01	4.96227388e-02	8.80976745e-02	1.33422370e-03	6.29649758e-02	-3.62805018e-02	1.33422370e-03	-1.33422370e-03	-4.08129713e-01	-5.84325062e-01
551             	2.66719257e-02	-5.48126309e-21	-9.92658047e-01	4.96329023e-02	8.81155287e-02	1.33359629e-03	6.29688652e-02	-3.62969395e-02	1.33359629e-03	-1.33359629e-03	-4.08213495e-01	-5.84444552e-01
552             	2.66594066e-02	-5.48260667e-21	-9.92859632e-01	4.96429816e-02	8.81331030e-02	1.33297033e-03	6.29726849e-02	-3.63132783e-02	1.33297033e-03	-1.33297033e-03	-4.08296713e-01	-5.84562919e-01
553             	2.66469162e-02	-5.48393616e-21	-9.93059572e-01	4.96529786e-02	8.81504063e-02	1.33234581e-03	6.29764367e-02	-3.63295205e-02	1.33234581e-03	-1.33234581e-03	-4.08379380e-01	-5.84680192e-01
554             	2.66344524e-02	-5.48525170e-21	-9.93257890e-01	4.96628945e-02	8.81674433e-02	1.33172262e-03	6.29801207e-02	-3.63456683e-02	1.33172262e-03	-1.33172262e-03	-4.08461502e-01	-5.84796388e-01
555             	2.66220132e-02	-5.48655336e-21	-9.93454589e-01	4.96727295e-02	8.81842132e-02	1.33110066e-03	6.29837361e-02	-3.63617229e-02	1.33110066e-03	-1.33110066e-03	-4.08543081e-01	-5.84911508e-01
556             	2.66095964e-02	-5.48784119e-21	-9.93649667e-01	4.96824833e-02	8.82007141e-02	1.33047982e-03	6.29872815e-02	-3.63776852e-02	1.33047982e-03	-1.33047982e-03	-4.08624119e-01	-5.85025548e-01
557             	2.65972002e-02	-5.48911523e-21	-9.93843121e-01	4.96921561e-02	8.82169440e-02	1.32986001e-03	6.29907562e-02	-3.63935559e-02	1.32986001e-03	-1.32986001e-03	-4.08704617e-01	-5.85138505e-01
558             	2.65848242e-02	-5.49037559e-21	-9.94034953e-01	4.97017477e-02	8.82329016e-02	1.32924121e-03	6.29941598e-02	-3.64093356e-02	1.32924121e-03	-1.32924121e-03	-4.08784575e-01	-5.85250378e-01
559             	2.65724685e-02	-5.49162241e-21	-9.94225173e-01	4.97112586e-02	8.82485880e-02	1.32862342e-03	6.29974929e-02	-3.64250244e-02	1.32862342e-03	-1.32862342e-03	-4.08863998e-01	-5.85361174e-01
560             	2.65601320e-02	-5.49285589e-21	-9.94413802e-01	4.97206901e-02	8.82640069e-02	1.32800660e-03	6.30007561e-02	-3.64406241e-02	1.32800660e-03	-1.32800660e-03	-4.08942894e-01	-5.85470908e-01
561             	2.65478120e-02	-5.49407608e-21	-9.94600855e-01	4.97300428e-02	8.82791592e-02	1.32739060e-03	6.30039487e-02	-3.64561368e-02	1.32739060e-03	-1.32739060e-03	-4.09021268e-01	-5.85579587e-01
562             	2.65355057e-02	-5.49528305e-21	-9.94786338e-01	4.97393169e-02	8.82940443e-02	1.32677529e-03	6.30070698e-02	-3.64715641e-02	1.32677529e-03	-1.32677529e-03	-4.09099125e-01	-5.85687214e-01
563             	2.65232125e-02	-5.49647691e-21	-9.94970256e-01	4.97485128e-02	8.83086627e-02	1.32616062e-03	6.30101191e-02	-3.64869066e-02	1.32616062e-03	-1.32616062e-03	-4.09176465e-01	-5.85793791e-01
564             	2.65109321e-02	-5.49765776e-21	-9.95152614e-01	4.97576307e-02	8.83230152e-02	1.32554661e-03	6.30130968e-02	-3.65021646e-02	1.32554661e-03	-1.32554661e-03	-4.09253292e-01	-5.85899322e-01
565             	2.64986644e-02	-5.49882567e-21	-9.95333417e-01	4.97666709e-02	8.83371033e-02	1.32493322e-03	6.30160031e-02	-3.65173387e-02	1.32493322e-03	-1.32493322e-03	-4.09329605e-01	-5.86003812e-01
