# Force coefficients
# dragDir       : (9.97564083e-01 -6.97560058e-02 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (6.97560058e-02 9.97564083e-01 0.00000000e+00)
# rollAxis      : (9.97564083e-01 -6.97560058e-02 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (6.97560058e-02 9.97564083e-01 0.00000000e+00)
# magUInf       : 3.40300000e+01
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-01
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cs              	Cl              	CmRoll          	CmPitch         	CmYaw           	Cd(f)           	Cd(r)           	Cs(f)           	Cs(r)           	Cl(f)           	Cl(r)           
673             	2.54416013e-02	-5.58000567e-21	-1.00857343e+00	5.04286716e-02	8.91238216e-02	1.27208006e-03	6.31494722e-02	-3.77078710e-02	1.27208006e-03	-1.27208006e-03	-4.15162894e-01	-5.93410537e-01
674             	2.54354913e-02	-5.58061131e-21	-1.00866305e+00	5.04331525e-02	8.91300911e-02	1.27177456e-03	6.31508982e-02	-3.77154069e-02	1.27177456e-03	-1.27177456e-03	-4.15201434e-01	-5.93461616e-01
675             	2.54294378e-02	-5.58121696e-21	-1.00875241e+00	5.04376207e-02	8.91363908e-02	1.27147189e-03	6.31523396e-02	-3.77229018e-02	1.27147189e-03	-1.27147189e-03	-4.15239816e-01	-5.93512598e-01
676             	2.54234441e-02	-5.58182300e-21	-1.00884154e+00	5.04420770e-02	8.91427259e-02	1.27117220e-03	6.31537991e-02	-3.77303550e-02	1.27117220e-03	-1.27117220e-03	-4.15278044e-01	-5.93563496e-01
677             	2.54175111e-02	-5.58242956e-21	-1.00893044e+00	5.04465220e-02	8.91490980e-02	1.27087556e-03	6.31552776e-02	-3.77377664e-02	1.27087556e-03	-1.27087556e-03	-4.15316122e-01	-5.93614318e-01
678             	2.54116379e-02	-5.58303660e-21	-1.00901911e+00	5.04509557e-02	8.91555059e-02	1.27058190e-03	6.31567747e-02	-3.77451368e-02	1.27058190e-03	-1.27058190e-03	-4.15354052e-01	-5.93665063e-01
679             	2.54058230e-02	-5.58364413e-21	-1.00910758e+00	5.04553788e-02	8.91619487e-02	1.27029115e-03	6.31582902e-02	-3.77524673e-02	1.27029115e-03	-1.27029115e-03	-4.15391839e-01	-5.93715736e-01
680             	2.54000629e-02	-5.58425174e-21	-1.00919576e+00	5.04597879e-02	8.91684198e-02	1.27000314e-03	6.31598193e-02	-3.77597564e-02	1.27000314e-03	-1.27000314e-03	-4.15429459e-01	-5.93766299e-01
681             	2.53943545e-02	-5.58485971e-21	-1.00928373e+00	5.04641864e-02	8.91749156e-02	1.26971772e-03	6.31613636e-02	-3.77670091e-02	1.26971772e-03	-1.26971772e-03	-4.15466948e-01	-5.93816779e-01
682             	2.53886933e-02	-5.58546702e-21	-1.00937145e+00	5.04685724e-02	8.91814286e-02	1.26943466e-03	6.31629190e-02	-3.77742257e-02	1.26943466e-03	-1.26943466e-03	-4.15504295e-01	-5.93867152e-01
683             	2.53830790e-02	-5.58607383e-21	-1.00945891e+00	5.04729454e-02	8.91879607e-02	1.26915395e-03	6.31644849e-02	-3.77814059e-02	1.26915395e-03	-1.26915395e-03	-4.15541494e-01	-5.93917415e-01
684             	2.53775147e-02	-5.58668049e-21	-1.00954614e+00	5.04773069e-02	8.91945214e-02	1.26887574e-03	6.31660642e-02	-3.77885495e-02	1.26887574e-03	-1.26887574e-03	-4.15578547e-01	-5.93967590e-01
685             	2.53720051e-02	-5.58728748e-21	-1.00963317e+00	5.04816586e-02	8.92011219e-02	1.26860025e-03	6.31676611e-02	-3.77956560e-02	1.26860025e-03	-1.26860025e-03	-4.15615464e-01	-5.94017708e-01
686             	2.53665527e-02	-5.58789515e-21	-1.00972004e+00	5.04860019e-02	8.92077681e-02	1.26832763e-03	6.31692782e-02	-3.78027255e-02	1.26832763e-03	-1.26832763e-03	-4.15652251e-01	-5.94067787e-01
687             	2.53611633e-02	-5.58850350e-21	-1.00980667e+00	5.04903333e-02	8.92144565e-02	1.26805816e-03	6.31709149e-02	-3.78097516e-02	1.26805816e-03	-1.26805816e-03	-4.15688876e-01	-5.94117789e-01
688             	2.53558213e-02	-5.58911304e-21	-1.00989324e+00	5.04946618e-02	8.92211934e-02	1.26779107e-03	6.31725724e-02	-3.78167511e-02	1.26779107e-03	-1.26779107e-03	-4.15725424e-01	-5.94167811e-01
689             	2.53505303e-02	-5.58972312e-21	-1.00997959e+00	5.04989793e-02	8.92279595e-02	1.26752652e-03	6.31742445e-02	-3.78237142e-02	1.26752652e-03	-1.26752652e-03	-4.15761834e-01	-5.94217753e-01
690             	2.53452907e-02	-5.59033312e-21	-1.01006575e+00	5.05032875e-02	8.92347592e-02	1.26726454e-03	6.31759329e-02	-3.78306421e-02	1.26726454e-03	-1.26726454e-03	-4.15798116e-01	-5.94267634e-01
691             	2.53401035e-02	-5.59094341e-21	-1.01015175e+00	5.05075875e-02	8.92415974e-02	1.26700517e-03	6.31776393e-02	-3.78375358e-02	1.26700517e-03	-1.26700517e-03	-4.15834278e-01	-5.94317473e-01
692             	2.53349667e-02	-5.59155406e-21	-1.01023759e+00	5.05118793e-02	8.92484726e-02	1.26674833e-03	6.31793626e-02	-3.78443960e-02	1.26674833e-03	-1.26674833e-03	-4.15870320e-01	-5.94367266e-01
693             	2.53298852e-02	-5.59216540e-21	-1.01032318e+00	5.05161588e-02	8.92553810e-02	1.26649426e-03	6.31811014e-02	-3.78512162e-02	1.26649426e-03	-1.26649426e-03	-4.15906207e-01	-5.94416969e-01
694             	2.53248457e-02	-5.59277769e-21	-1.01040871e+00	5.05204357e-02	8.92623315e-02	1.26624228e-03	6.31828586e-02	-3.78580129e-02	1.26624228e-03	-1.26624228e-03	-4.15942026e-01	-5.94466689e-01
695             	2.53198520e-02	-5.59339071e-21	-1.01049408e+00	5.05247041e-02	8.92693118e-02	1.26599260e-03	6.31846301e-02	-3.78647780e-02	1.26599260e-03	-1.26599260e-03	-4.15977729e-01	-5.94516352e-01
696             	2.53149024e-02	-5.59400360e-21	-1.01057923e+00	5.05289614e-02	8.92763221e-02	1.26574512e-03	6.31864126e-02	-3.78715102e-02	1.26574512e-03	-1.26574512e-03	-4.16013292e-01	-5.94565936e-01
697             	2.53099968e-02	-5.59461702e-21	-1.01066419e+00	5.05332094e-02	8.92833644e-02	1.26549984e-03	6.31882078e-02	-3.78782110e-02	1.26549984e-03	-1.26549984e-03	-4.16048729e-01	-5.94615458e-01
698             	2.53051352e-02	-5.59523103e-21	-1.01074900e+00	5.05374501e-02	8.92904443e-02	1.26525676e-03	6.31900176e-02	-3.78848825e-02	1.26525676e-03	-1.26525676e-03	-4.16084056e-01	-5.94664945e-01
699             	2.53003182e-02	-5.59584581e-21	-1.01083367e+00	5.05416835e-02	8.92975578e-02	1.26501591e-03	6.31918426e-02	-3.78915244e-02	1.26501591e-03	-1.26501591e-03	-4.16119277e-01	-5.94714393e-01
700             	2.52955470e-02	-5.59646138e-21	-1.01091818e+00	5.05459090e-02	8.93046985e-02	1.26477735e-03	6.31936825e-02	-3.78981355e-02	1.26477735e-03	-1.26477735e-03	-4.16154391e-01	-5.94763788e-01
701             	2.52908210e-02	-5.59707753e-21	-1.01100254e+00	5.05501272e-02	8.93118707e-02	1.26454105e-03	6.31955377e-02	-3.79047166e-02	1.26454105e-03	-1.26454105e-03	-4.16189401e-01	-5.94813142e-01
702             	2.52861379e-02	-5.59769398e-21	-1.01108676e+00	5.05543380e-02	8.93190748e-02	1.26430690e-03	6.31974069e-02	-3.79112690e-02	1.26430690e-03	-1.26430690e-03	-4.16224305e-01	-5.94862454e-01
703             	2.52814961e-02	-5.59831052e-21	-1.01117082e+00	5.05585411e-02	8.93263092e-02	1.26407480e-03	6.31992891e-02	-3.79177930e-02	1.26407480e-03	-1.26407480e-03	-4.16259102e-01	-5.94911720e-01
704             	2.52768946e-02	-5.59892712e-21	-1.01125473e+00	5.05627363e-02	8.93335728e-02	1.26384473e-03	6.32011837e-02	-3.79242890e-02	1.26384473e-03	-1.26384473e-03	-4.16293791e-01	-5.94960936e-01
705             	2.52723337e-02	-5.59954387e-21	-1.01133848e+00	5.05669240e-02	8.93408658e-02	1.26361668e-03	6.32030908e-02	-3.79307571e-02	1.26361668e-03	-1.26361668e-03	-4.16328374e-01	-5.95010105e-01
706             	2.52678149e-02	-5.60016090e-21	-1.01142209e+00	5.05711045e-02	8.93481908e-02	1.26339075e-03	6.32050119e-02	-3.79371970e-02	1.26339075e-03	-1.26339075e-03	-4.16362854e-01	-5.95059235e-01
707             	2.52633387e-02	-5.60077820e-21	-1.01150556e+00	5.05752781e-02	8.93555476e-02	1.26316693e-03	6.32069474e-02	-3.79436087e-02	1.26316693e-03	-1.26316693e-03	-4.16397233e-01	-5.95108328e-01
708             	2.52589038e-02	-5.60139570e-21	-1.01158889e+00	5.05794447e-02	8.93629342e-02	1.26294519e-03	6.32088966e-02	-3.79499928e-02	1.26294519e-03	-1.26294519e-03	-4.16431513e-01	-5.95157381e-01
709             	2.52545081e-02	-5.60201327e-21	-1.01167208e+00	5.05836042e-02	8.93703480e-02	1.26272541e-03	6.32108582e-02	-3.79563501e-02	1.26272541e-03	-1.26272541e-03	-4.16465694e-01	-5.95206390e-01
710             	2.52501493e-02	-5.60263085e-21	-1.01175513e+00	5.05877566e-02	8.93777884e-02	1.26250746e-03	6.32128313e-02	-3.79626820e-02	1.26250746e-03	-1.26250746e-03	-4.16499778e-01	-5.95255355e-01
711             	2.52458257e-02	-5.60324842e-21	-1.01183804e+00	5.05919019e-02	8.93852533e-02	1.26229129e-03	6.32148148e-02	-3.79689891e-02	1.26229129e-03	-1.26229129e-03	-4.16533766e-01	-5.95304272e-01
712             	2.52415370e-02	-5.60386602e-21	-1.01192080e+00	5.05960399e-02	8.93927415e-02	1.26207685e-03	6.32168084e-02	-3.79752715e-02	1.26207685e-03	-1.26207685e-03	-4.16567658e-01	-5.95353141e-01
713             	2.52372827e-02	-5.60448366e-21	-1.01200341e+00	5.06001707e-02	8.94002521e-02	1.26186413e-03	6.32188121e-02	-3.79815294e-02	1.26186413e-03	-1.26186413e-03	-4.16601455e-01	-5.95401959e-01
714             	2.52330624e-02	-5.60510132e-21	-1.01208588e+00	5.06042942e-02	8.94077842e-02	1.26165312e-03	6.32208254e-02	-3.79877631e-02	1.26165312e-03	-1.26165312e-03	-4.16635158e-01	-5.95450727e-01
715             	2.52288753e-02	-5.60571902e-21	-1.01216821e+00	5.06084105e-02	8.94153368e-02	1.26144377e-03	6.32228481e-02	-3.79939728e-02	1.26144377e-03	-1.26144377e-03	-4.16668768e-01	-5.95499442e-01
716             	2.52247249e-02	-5.60633130e-21	-1.01225039e+00	5.06125196e-02	8.94229080e-02	1.26123625e-03	6.32248821e-02	-3.80001572e-02	1.26123625e-03	-1.26123625e-03	-4.16702288e-01	-5.95548104e-01
717             	2.52206070e-02	-5.60694122e-21	-1.01233243e+00	5.06166213e-02	8.94304984e-02	1.26103035e-03	6.32269248e-02	-3.80063178e-02	1.26103035e-03	-1.26103035e-03	-4.16735715e-01	-5.95596711e-01
718             	2.52165175e-02	-5.60755110e-21	-1.01241431e+00	5.06207153e-02	8.94381073e-02	1.26082587e-03	6.32289741e-02	-3.80124566e-02	1.26082587e-03	-1.26082587e-03	-4.16769046e-01	-5.95645261e-01
719             	2.52124552e-02	-5.60816077e-21	-1.01249604e+00	5.06248020e-02	8.94457328e-02	1.26062276e-03	6.32310296e-02	-3.80185743e-02	1.26062276e-03	-1.26062276e-03	-4.16802287e-01	-5.95693752e-01
720             	2.52084214e-02	-5.60876955e-21	-1.01257763e+00	5.06288814e-02	8.94533737e-02	1.26042107e-03	6.32330921e-02	-3.80246707e-02	1.26042107e-03	-1.26042107e-03	-4.16835441e-01	-5.95742188e-01
721             	2.52044168e-02	-5.60937738e-21	-1.01265907e+00	5.06329537e-02	8.94610293e-02	1.26022084e-03	6.32351621e-02	-3.80307453e-02	1.26022084e-03	-1.26022084e-03	-4.16868508e-01	-5.95790566e-01
722             	2.52004415e-02	-5.60998445e-21	-1.01274037e+00	5.06370187e-02	8.94686996e-02	1.26002208e-03	6.32372395e-02	-3.80367979e-02	1.26002208e-03	-1.26002208e-03	-4.16901487e-01	-5.95838887e-01
723             	2.51964951e-02	-5.61059080e-21	-1.01282152e+00	5.06410762e-02	8.94763845e-02	1.25982475e-03	6.32393238e-02	-3.80428287e-02	1.25982475e-03	-1.25982475e-03	-4.16934378e-01	-5.95887147e-01
724             	2.51925765e-02	-5.61119633e-21	-1.01290253e+00	5.06451263e-02	8.94840833e-02	1.25962882e-03	6.32414145e-02	-3.80488380e-02	1.25962882e-03	-1.25962882e-03	-4.16967179e-01	-5.95935346e-01
725             	2.51886849e-02	-5.61180100e-21	-1.01298338e+00	5.06491688e-02	8.94917951e-02	1.25943424e-03	6.32435112e-02	-3.80548264e-02	1.25943424e-03	-1.25943424e-03	-4.16999893e-01	-5.95983483e-01
726             	2.51848192e-02	-5.61240485e-21	-1.01306408e+00	5.06532038e-02	8.94995185e-02	1.25924096e-03	6.32456134e-02	-3.80607942e-02	1.25924096e-03	-1.25924096e-03	-4.17032520e-01	-5.96031557e-01
727             	2.51809788e-02	-5.61300798e-21	-1.01314463e+00	5.06572314e-02	8.95072527e-02	1.25904894e-03	6.32477208e-02	-3.80667420e-02	1.25904894e-03	-1.25904894e-03	-4.17065061e-01	-5.96079567e-01
728             	2.51771630e-02	-5.61361043e-21	-1.01322503e+00	5.06612514e-02	8.95149966e-02	1.25885815e-03	6.32498329e-02	-3.80726699e-02	1.25885815e-03	-1.25885815e-03	-4.17097517e-01	-5.96127511e-01
729             	2.51733712e-02	-5.61421227e-21	-1.01330528e+00	5.06652638e-02	8.95227495e-02	1.25866856e-03	6.32519494e-02	-3.80785782e-02	1.25866856e-03	-1.25866856e-03	-4.17129889e-01	-5.96175388e-01
730             	2.51696029e-02	-5.61481352e-21	-1.01338537e+00	5.06692686e-02	8.95305107e-02	1.25848015e-03	6.32540700e-02	-3.80844671e-02	1.25848015e-03	-1.25848015e-03	-4.17162175e-01	-5.96223196e-01
731             	2.51658575e-02	-5.61541423e-21	-1.01346531e+00	5.06732656e-02	8.95382793e-02	1.25829287e-03	6.32561943e-02	-3.80903369e-02	1.25829287e-03	-1.25829287e-03	-4.17194377e-01	-5.96270935e-01
732             	2.51621342e-02	-5.61601440e-21	-1.01354510e+00	5.06772549e-02	8.95460547e-02	1.25810671e-03	6.32583219e-02	-3.80961878e-02	1.25810671e-03	-1.25810671e-03	-4.17226494e-01	-5.96318603e-01
733             	2.51584326e-02	-5.61661405e-21	-1.01362473e+00	5.06812363e-02	8.95538362e-02	1.25792163e-03	6.32604526e-02	-3.81020200e-02	1.25792163e-03	-1.25792163e-03	-4.17258527e-01	-5.96366199e-01
734             	2.51547521e-02	-5.61721318e-21	-1.01370420e+00	5.06852099e-02	8.95616230e-02	1.25773760e-03	6.32625859e-02	-3.81078338e-02	1.25773760e-03	-1.25773760e-03	-4.17290476e-01	-5.96413722e-01
735             	2.51510922e-02	-5.61781177e-21	-1.01378351e+00	5.06891756e-02	8.95694146e-02	1.25755461e-03	6.32647216e-02	-3.81136295e-02	1.25755461e-03	-1.25755461e-03	-4.17322341e-01	-5.96461170e-01
736             	2.51474523e-02	-5.61840984e-21	-1.01386267e+00	5.06931333e-02	8.95772102e-02	1.25737261e-03	6.32668594e-02	-3.81194072e-02	1.25737261e-03	-1.25737261e-03	-4.17354123e-01	-5.96508543e-01
737             	2.51438319e-02	-5.61900737e-21	-1.01394166e+00	5.06970830e-02	8.95850092e-02	1.25719160e-03	6.32689990e-02	-3.81251671e-02	1.25719160e-03	-1.25719160e-03	-4.17385821e-01	-5.96555840e-01
738             	2.51402307e-02	-5.61960437e-21	-1.01402049e+00	5.07010247e-02	8.95928110e-02	1.25701153e-03	6.32711401e-02	-3.81309094e-02	1.25701153e-03	-1.25701153e-03	-4.17417436e-01	-5.96603058e-01
739             	2.51366480e-02	-5.62020086e-21	-1.01409917e+00	5.07049583e-02	8.96006148e-02	1.25683240e-03	6.32732823e-02	-3.81366343e-02	1.25683240e-03	-1.25683240e-03	-4.17448968e-01	-5.96650198e-01
740             	2.51330835e-02	-5.62079680e-21	-1.01417768e+00	5.07088838e-02	8.96084202e-02	1.25665417e-03	6.32754255e-02	-3.81423420e-02	1.25665417e-03	-1.25665417e-03	-4.17480417e-01	-5.96697258e-01
741             	2.51295367e-02	-5.62139221e-21	-1.01425602e+00	5.07128010e-02	8.96162267e-02	1.25647684e-03	6.32775694e-02	-3.81480327e-02	1.25647684e-03	-1.25647684e-03	-4.17511783e-01	-5.96744237e-01
742             	2.51260084e-02	-5.62198656e-21	-1.01433404e+00	5.07167019e-02	8.96240207e-02	1.25630042e-03	6.32797061e-02	-3.81536977e-02	1.25630042e-03	-1.25630042e-03	-4.17542999e-01	-5.96791040e-01
743             	2.51225021e-02	-5.62258216e-21	-1.01441222e+00	5.07206111e-02	8.96318506e-02	1.25612510e-03	6.32818622e-02	-3.81593601e-02	1.25612510e-03	-1.25612510e-03	-4.17574261e-01	-5.96837962e-01
744             	2.51190090e-02	-5.62317581e-21	-1.01449016e+00	5.07245081e-02	8.96396692e-02	1.25595045e-03	6.32840126e-02	-3.81650036e-02	1.25595045e-03	-1.25595045e-03	-4.17605412e-01	-5.96884750e-01
745             	2.51155273e-02	-5.62376843e-21	-1.01456785e+00	5.07283924e-02	8.96474738e-02	1.25577636e-03	6.32861561e-02	-3.81706288e-02	1.25577636e-03	-1.25577636e-03	-4.17636451e-01	-5.96931398e-01
746             	2.51120600e-02	-5.62435954e-21	-1.01464516e+00	5.07322580e-02	8.96552570e-02	1.25560300e-03	6.32882880e-02	-3.81762280e-02	1.25560300e-03	-1.25560300e-03	-4.17667323e-01	-5.96977837e-01
747             	2.51086138e-02	-5.62495183e-21	-1.01472262e+00	5.07361311e-02	8.96630739e-02	1.25543069e-03	6.32904379e-02	-3.81818242e-02	1.25543069e-03	-1.25543069e-03	-4.17698237e-01	-5.97024385e-01
748             	2.51051814e-02	-5.62554243e-21	-1.01479985e+00	5.07399927e-02	8.96708819e-02	1.25525907e-03	6.32925834e-02	-3.81874019e-02	1.25525907e-03	-1.25525907e-03	-4.17729045e-01	-5.97070809e-01
749             	2.51017622e-02	-5.62613184e-21	-1.01487669e+00	5.07438347e-02	8.96786656e-02	1.25508811e-03	6.32947158e-02	-3.81929536e-02	1.25508811e-03	-1.25508811e-03	-4.17759681e-01	-5.97117013e-01
750             	2.50983614e-02	-5.62672234e-21	-1.01495366e+00	5.07476828e-02	8.96864774e-02	1.25491807e-03	6.32968635e-02	-3.81985021e-02	1.25491807e-03	-1.25491807e-03	-4.17790350e-01	-5.97163305e-01
751             	2.50949734e-02	-5.62731042e-21	-1.01503021e+00	5.07515103e-02	8.96942629e-02	1.25474867e-03	6.32989970e-02	-3.82040236e-02	1.25474867e-03	-1.25474867e-03	-4.17820840e-01	-5.97209366e-01
752             	2.50916015e-02	-5.62789951e-21	-1.01510684e+00	5.07553421e-02	8.97020708e-02	1.25458008e-03	6.33011428e-02	-3.82095413e-02	1.25458008e-03	-1.25458008e-03	-4.17851350e-01	-5.97255491e-01
753             	2.50882406e-02	-5.62848602e-21	-1.01518304e+00	5.07591519e-02	8.97098480e-02	1.25441203e-03	6.33032722e-02	-3.82150316e-02	1.25441203e-03	-1.25441203e-03	-4.17881671e-01	-5.97301367e-01
754             	2.50848951e-02	-5.62907342e-21	-1.01525930e+00	5.07629652e-02	8.97176457e-02	1.25424475e-03	6.33054128e-02	-3.82205177e-02	1.25424475e-03	-1.25424475e-03	-4.17912007e-01	-5.97347298e-01
755             	2.50815607e-02	-5.62965827e-21	-1.01533514e+00	5.07667569e-02	8.97254135e-02	1.25407803e-03	6.33075372e-02	-3.82259765e-02	1.25407803e-03	-1.25407803e-03	-4.17942155e-01	-5.97392982e-01
756             	2.50782433e-02	-5.63024364e-21	-1.01541089e+00	5.07705444e-02	8.97331903e-02	1.25391216e-03	6.33096661e-02	-3.82314228e-02	1.25391216e-03	-1.25391216e-03	-4.17972254e-01	-5.97438635e-01
757             	2.50749414e-02	-5.63082888e-21	-1.01548669e+00	5.07743345e-02	8.97409859e-02	1.25374707e-03	6.33118052e-02	-3.82368638e-02	1.25374707e-03	-1.25374707e-03	-4.18002359e-01	-5.97484331e-01
758             	2.50716483e-02	-5.63141163e-21	-1.01556202e+00	5.07781010e-02	8.97487453e-02	1.25358242e-03	6.33139251e-02	-3.82422768e-02	1.25358242e-03	-1.25358242e-03	-4.18032264e-01	-5.97529755e-01
759             	2.50683700e-02	-5.63199477e-21	-1.01563723e+00	5.07818617e-02	8.97565082e-02	1.25341850e-03	6.33160467e-02	-3.82476767e-02	1.25341850e-03	-1.25341850e-03	-4.18062109e-01	-5.97575125e-01
760             	2.50651076e-02	-5.63257723e-21	-1.01571233e+00	5.07856163e-02	8.97642748e-02	1.25325538e-03	6.33181701e-02	-3.82530625e-02	1.25325538e-03	-1.25325538e-03	-4.18091888e-01	-5.97620438e-01
761             	2.50618593e-02	-5.63315900e-21	-1.01578727e+00	5.07893633e-02	8.97720410e-02	1.25309296e-03	6.33202929e-02	-3.82584336e-02	1.25309296e-03	-1.25309296e-03	-4.18121592e-01	-5.97665674e-01
762             	2.50586235e-02	-5.63373990e-21	-1.01586203e+00	5.07931013e-02	8.97798020e-02	1.25293118e-03	6.33224130e-02	-3.82637895e-02	1.25293118e-03	-1.25293118e-03	-4.18151211e-01	-5.97710815e-01
763             	2.50553998e-02	-5.63431983e-21	-1.01593659e+00	5.07968297e-02	8.97875571e-02	1.25276999e-03	6.33245296e-02	-3.82691298e-02	1.25276999e-03	-1.25276999e-03	-4.18180740e-01	-5.97755854e-01
764             	2.50521884e-02	-5.63489876e-21	-1.01601097e+00	5.08005485e-02	8.97953068e-02	1.25260942e-03	6.33266427e-02	-3.82744543e-02	1.25260942e-03	-1.25260942e-03	-4.18210178e-01	-5.97800792e-01
765             	2.50489898e-02	-5.63547677e-21	-1.01608516e+00	5.08042580e-02	8.98030517e-02	1.25244949e-03	6.33287529e-02	-3.82797631e-02	1.25244949e-03	-1.25244949e-03	-4.18239528e-01	-5.97845632e-01
766             	2.50458043e-02	-5.63605398e-21	-1.01615917e+00	5.08079585e-02	8.98107924e-02	1.25229022e-03	6.33308606e-02	-3.82850563e-02	1.25229022e-03	-1.25229022e-03	-4.18268792e-01	-5.97890377e-01
767             	2.50426323e-02	-5.63663048e-21	-1.01623300e+00	5.08116500e-02	8.98185295e-02	1.25213162e-03	6.33329662e-02	-3.82903339e-02	1.25213162e-03	-1.25213162e-03	-4.18297971e-01	-5.97935030e-01
768             	2.50394738e-02	-5.63720630e-21	-1.01630666e+00	5.08153328e-02	8.98262632e-02	1.25197369e-03	6.33350697e-02	-3.82955959e-02	1.25197369e-03	-1.25197369e-03	-4.18327065e-01	-5.97979591e-01
769             	2.50363290e-02	-5.63778145e-21	-1.01638013e+00	5.08190067e-02	8.98339935e-02	1.25181645e-03	6.33371712e-02	-3.83008422e-02	1.25181645e-03	-1.25181645e-03	-4.18356074e-01	-5.98024061e-01
770             	2.50331976e-02	-5.63835589e-21	-1.01645343e+00	5.08226717e-02	8.98417203e-02	1.25165988e-03	6.33392705e-02	-3.83060729e-02	1.25165988e-03	-1.25165988e-03	-4.18384997e-01	-5.98068437e-01
771             	2.50300799e-02	-5.63892961e-21	-1.01652655e+00	5.08263277e-02	8.98494437e-02	1.25150399e-03	6.33413676e-02	-3.83112878e-02	1.25150399e-03	-1.25150399e-03	-4.18413833e-01	-5.98112721e-01
772             	2.50269757e-02	-5.63950255e-21	-1.01659950e+00	5.08299748e-02	8.98571638e-02	1.25134879e-03	6.33434626e-02	-3.83164869e-02	1.25134879e-03	-1.25134879e-03	-4.18442584e-01	-5.98156911e-01
773             	2.50238853e-02	-5.64007472e-21	-1.01667226e+00	5.08336128e-02	8.98648807e-02	1.25119426e-03	6.33455555e-02	-3.83216702e-02	1.25119426e-03	-1.25119426e-03	-4.18471247e-01	-5.98201009e-01
774             	2.50208086e-02	-5.64064607e-21	-1.01674484e+00	5.08372419e-02	8.98725947e-02	1.25104043e-03	6.33476462e-02	-3.83268376e-02	1.25104043e-03	-1.25104043e-03	-4.18499825e-01	-5.98245014e-01
775             	2.50177458e-02	-5.64121658e-21	-1.01681724e+00	5.08408621e-02	8.98803056e-02	1.25088729e-03	6.33497350e-02	-3.83319892e-02	1.25088729e-03	-1.25088729e-03	-4.18528315e-01	-5.98288926e-01
776             	2.50146969e-02	-5.64178624e-21	-1.01688946e+00	5.08444732e-02	8.98880136e-02	1.25073485e-03	6.33518217e-02	-3.83371248e-02	1.25073485e-03	-1.25073485e-03	-4.18556719e-01	-5.98332746e-01
777             	2.50116622e-02	-5.64235501e-21	-1.01696151e+00	5.08480755e-02	8.98957188e-02	1.25058311e-03	6.33539066e-02	-3.83422443e-02	1.25058311e-03	-1.25058311e-03	-4.18585036e-01	-5.98376473e-01
778             	2.50086417e-02	-5.64292287e-21	-1.01703337e+00	5.08516687e-02	8.99034210e-02	1.25043208e-03	6.33559895e-02	-3.83473479e-02	1.25043208e-03	-1.25043208e-03	-4.18613266e-01	-5.98420108e-01
779             	2.50056352e-02	-5.64348978e-21	-1.01710506e+00	5.08552529e-02	8.99111202e-02	1.25028176e-03	6.33580706e-02	-3.83524353e-02	1.25028176e-03	-1.25028176e-03	-4.18641409e-01	-5.98463650e-01
780             	2.50026429e-02	-5.64405574e-21	-1.01717656e+00	5.08588282e-02	8.99188162e-02	1.25013215e-03	6.33601496e-02	-3.83575067e-02	1.25013215e-03	-1.25013215e-03	-4.18669466e-01	-5.98507098e-01
781             	2.49996650e-02	-5.64462073e-21	-1.01724789e+00	5.08623944e-02	8.99265092e-02	1.24998325e-03	6.33622269e-02	-3.83625619e-02	1.24998325e-03	-1.24998325e-03	-4.18697435e-01	-5.98550453e-01
782             	2.49967010e-02	-5.64518473e-21	-1.01731903e+00	5.08659515e-02	8.99341986e-02	1.24983505e-03	6.33643020e-02	-3.83676010e-02	1.24983505e-03	-1.24983505e-03	-4.18725317e-01	-5.98593714e-01
783             	2.49937505e-02	-5.64574771e-21	-1.01738999e+00	5.08694996e-02	8.99418837e-02	1.24968753e-03	6.33663748e-02	-3.83726243e-02	1.24968753e-03	-1.24968753e-03	-4.18753112e-01	-5.98636879e-01
784             	2.49908136e-02	-5.64630968e-21	-1.01746077e+00	5.08730385e-02	8.99495649e-02	1.24954068e-03	6.33684453e-02	-3.83776317e-02	1.24954068e-03	-1.24954068e-03	-4.18780820e-01	-5.98679950e-01
785             	2.49878904e-02	-5.64687066e-21	-1.01753137e+00	5.08765684e-02	8.99572426e-02	1.24939452e-03	6.33705137e-02	-3.83826232e-02	1.24939452e-03	-1.24939452e-03	-4.18808442e-01	-5.98722927e-01
786             	2.49849815e-02	-5.64743063e-21	-1.01760179e+00	5.08800894e-02	8.99649172e-02	1.24924907e-03	6.33725801e-02	-3.83875986e-02	1.24924907e-03	-1.24924907e-03	-4.18835977e-01	-5.98765811e-01
787             	2.49820871e-02	-5.64798960e-21	-1.01767203e+00	5.08836013e-02	8.99725887e-02	1.24910435e-03	6.33746449e-02	-3.83925578e-02	1.24910435e-03	-1.24910435e-03	-4.18863425e-01	-5.98808602e-01
788             	2.49792074e-02	-5.64854756e-21	-1.01774209e+00	5.08871043e-02	8.99802572e-02	1.24896037e-03	6.33767080e-02	-3.83975006e-02	1.24896037e-03	-1.24896037e-03	-4.18890786e-01	-5.98851300e-01
